A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4,L5,L6,L7
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.90722,0.65672,0.10983,0.01072,0.11089,0.42138,0.48263,0.83895,2,1,4,4,4,4,3
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.91134,0.96269,0.11006,0.06974,0.05602,0.02006,0.08311,0.73821,2,1,4,4,4,4,3
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75258,0.73881,0.04087,0.39736,0.1091,0.03421,0.15213,0.01811,4,4,4,3,4,1,2
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.76289,0.79701,0.05709,0.44633,0.26249,0.15487,0.30653,0.0344,5,6,4,6,2,1,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.93814,0.3209,0.21164,0.0709,0.14732,0.23875,0.41682,0.49221,3,1,2,3,3,3,2
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.87938,0.82836,0.16167,0.14229,0.24425,0.19662,0.26211,0.19211,4,1,2,5,5,5,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88247,0.64925,0.11231,0.33413,0.69004,0.51755,0.44146,0.13308,1,4,7,6,2,3,5
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.83093,0.6194,0.09937,0.30322,0.67316,0.47962,0.39357,0.05621,3,3,3,3,2,1,3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.84639,0.69403,0.26773,0.32218,0.13346,0.19177,0.30049,0.05078,6,4,2,5,3,1,7
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.87629,0.54478,0.18249,0.20709,0.07154,0.15018,0.24658,0.08496,5,3,1,2,5,5,4
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8866,0.79104,0.53222,0.3676,0.21239,0.20369,0.34738,0.25004,4,3,4,4,2,1,4
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.93402,0.47388,0.47812,0.27626,0.05879,0.37124,0.39602,0.18831,4,1,2,4,4,4,3
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.89691,0.79851,0.01161,0.07758,0.03512,0.03732,0.03812,0.00996,1,3,2,3,3,3,3
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.83505,0.79851,0.00894,0.08351,0.01341,0.02974,0.01969,0.00543,1,3,2,6,4,6,5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.86598,0.76791,0.0136,0.08211,0.05779,0.01788,0.02569,0.00724,1,3,2,6,5,4,6
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8866,0.75373,0.00539,0.05466,0.01192,0.00751,0.01253,0.01177,1,2,3,3,3,3,3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.84536,0.70896,0.00562,0.0554,0.01073,0.00886,0.0111,0.00724,1,2,3,3,3,3,3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.87629,0.78358,0.00702,0.06249,0.01127,0.00933,0.0137,0.03621,1,2,3,3,3,3,3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.85567,0.74627,0.00986,0.07139,0.03434,0.01399,0.02864,0.02589,2,3,1,4,4,4,4
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.82474,0.81343,0.02313,0.06801,0.04293,0.04917,0.10039,0.0,2,1,3,4,4,4,4
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.83505,0.76119,0.01945,0.05763,0.03488,0.0621,0.09463,0.01811,1,4,3,5,4,2,5
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89691,0.80597,0.0999,0.51319,0.17366,0.24426,0.40871,0.41713,5,2,4,6,2,1,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89691,0.87313,0.05736,0.31039,0.09463,0.09633,0.15284,0.15835,3,1,3,3,2,2,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.86598,0.61194,0.05939,0.23124,0.04695,0.11924,0.15593,0.13376,4,1,3,4,2,4,4
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.88144,0.8209,0.05701,0.25886,0.08811,0.10706,0.18157,0.16595,4,1,5,6,2,3,6
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.87629,0.56716,0.03264,0.15441,0.01908,0.11869,0.22729,0.22231,5,5,1,3,4,5,2
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.89691,0.85075,0.0397,0.19151,0.11053,0.08047,0.14597,0.05088,3,6,5,6,2,1,4
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86598,0.78358,0.03112,0.12523,0.07024,0.04601,0.0903,0.07383,4,3,5,6,2,1,6
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.84536,0.61194,0.01873,0.08269,0.04054,0.04457,0.21636,0.04627,3,1,2,5,5,5,4
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.88454,0.82836,0.06086,0.29819,0.07791,0.11921,0.16306,0.20732,3,1,5,6,4,2,6
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.87629,0.58955,0.03179,0.21319,0.10374,0.04457,0.10997,0.05583,1,2,4,5,3,5,5
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.86598,0.62687,0.04438,0.31599,0.08988,0.12507,0.14273,0.02117,2,1,3,5,4,5,5
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85567,0.79104,0.03658,0.26381,0.1345,0.08241,0.13585,0.04225,1,3,5,7,4,2,6
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.84536,0.52239,0.35757,0.24551,0.06451,0.1827,0.25095,0.28734,4,1,2,3,4,4,4
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.82474,0.56716,0.0,0.0,0.0,0.0,0.0,0.0,5,1,3,4,5,5,2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.87629,0.5,0.21163,0.23083,0.02905,0.14927,0.25148,0.16568,5,1,2,3,6,6,4
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.81959,0.42537,0.14644,0.2028,0.29333,0.6896,0.68009,0.0,4,1,3,5,4,5,2
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.82268,0.65672,0.15155,0.6094,0.30764,0.07774,0.24698,0.06428,3,4,4,4,2,1,4
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.82474,0.53731,0.20434,0.16134,0.18704,0.11162,0.20351,0.04074,3,1,4,6,2,7,5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.86082,0.62687,0.17369,0.24946,0.4915,0.10542,0.20009,0.02897,4,1,3,7,2,6,5
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.83505,0.98507,0.04853,0.0,0.13951,0.01399,0.07159,0.01811,3,1,2,4,4,4,4
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.86289,0.90299,0.03282,0.06925,0.0161,0.01166,0.0188,0.12494,1,3,4,4,4,4,2
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75361,0.73881,0.01533,0.115,0.06305,0.01399,0.02864,0.00724,1,5,2,6,3,6,4
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.81546,0.83582,0.01277,0.11401,0.00644,0.05675,0.05369,0.28971,1,4,4,5,3,2,5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.82371,0.79851,0.01022,0.11278,0.12556,0.04023,0.08009,0.00724,1,2,3,5,4,5,5
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.80619,0.85821,0.02089,0.12267,0.04185,0.03732,0.24966,0.00362,5,5,3,2,3,4,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.68041,0.80597,0.01022,0.09728,0.08585,0.00466,0.10559,0.00543,1,3,3,2,3,3,3
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7,0.70149,0.02917,0.16208,0.04507,0.007,0.02685,0.00543,1,4,4,2,3,4,4
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.69897,0.76119,0.02734,0.12036,0.04937,0.007,0.02454,0.00634,1,2,2,2,2,2,2
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.80412,0.80597,0.03721,0.10124,0.06573,0.08047,0.11096,0.00996,1,4,4,4,2,4,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.85567,0.94776,0.06897,0.33306,0.01073,0.84665,0.86264,0.05432,5,4,2,5,3,1,5
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.84536,0.84328,0.01533,0.12861,0.01073,0.00466,0.00895,0.0,1,2,2,2,2,2,2
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.84536,0.77612,0.00914,0.06496,0.01136,0.00389,0.00374,0.00724,1,2,2,2,2,2,2
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.83505,0.47761,0.05415,0.26562,0.04722,0.12781,0.2774,0.55696,1,2,5,6,4,7,3
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.88041,0.95746,0.05759,0.32976,0.18297,0.1586,0.20773,0.37662,1,2,4,4,3,3,4
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.87629,0.58209,0.18135,0.90849,0.53658,0.28222,0.0,0.06428,4,6,6,5,1,2,3
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.79381,0.50746,0.16603,0.15111,0.83974,0.18017,0.6085,0.08148,5,2,3,1,5,4,2
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.86598,0.78358,0.12925,0.86513,0.35843,0.4877,0.49515,0.18759,4,3,5,5,2,1,5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.87629,0.85821,0.14634,0.86777,0.33547,0.60968,0.53584,0.21275,4,3,4,4,2,1,4
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.83505,0.91045,0.16858,0.33636,0.01073,0.06064,0.12528,0.0163,1,4,4,4,2,3,4
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.63196,0.83806,0.02266,0.05111,0.03863,0.007,0.02638,0.01901,1,2,2,2,2,2,2
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.90299,0.04598,0.25886,0.01073,0.04898,0.07338,0.04346,2,6,6,5,1,3,4
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.74227,0.77612,0.04598,0.19951,0.08585,0.02566,0.07875,0.02263,1,5,6,6,4,3,2
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.81443,0.64179,0.07063,0.17007,0.06707,0.01808,0.05369,0.0,1,5,2,4,3,5,4
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.80412,0.6791,0.09227,0.4925,0.18136,0.03053,0.12717,0.02988,1,6,6,3,4,2,5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.80412,0.70149,0.0146,0.06653,0.02376,0.01399,0.03349,0.01358,1,2,2,2,2,2,2
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.80412,0.84701,0.01365,0.11237,0.02119,0.01357,0.01583,0.0172,1,3,3,2,3,3,3
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.60825,0.88806,0.0,0.15499,0.00537,0.00233,0.00358,0.0,1,2,2,2,2,2,2
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.70103,0.6791,0.0,0.0643,0.01073,0.00233,0.02506,0.0,1,3,3,2,3,3,3
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.68041,0.65672,0.0,0.07832,0.02146,0.00233,0.01253,0.0,1,3,3,2,3,3,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.68041,0.8806,0.0,0.18219,0.01073,0.00233,0.00716,0.0,1,2,2,2,2,2,2
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.71134,0.68657,0.0,0.18219,0.01073,0.00466,0.02327,0.0,1,6,6,3,4,2,5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.78969,0.80597,0.01022,0.08219,0.0161,0.0035,0.01312,0.00905,1,4,4,2,2,4,3
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.78351,0.78358,0.00779,0.08261,0.01431,0.00389,0.01939,0.0,1,2,2,2,2,2,2
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.82474,0.52239,0.09474,0.18442,0.15707,0.19613,0.30922,0.02082,3,1,2,4,5,7,6
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.84536,0.58209,0.0961,0.11979,0.11345,0.1556,0.25664,0.02354,5,4,2,3,1,5,5
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.84536,0.79851,0.34398,0.37131,0.66297,0.11532,0.2949,0.17382,4,1,5,6,2,3,6
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.82474,0.63433,0.33581,0.28475,0.84994,0.14717,0.51293,0.07424,5,3,4,6,2,1,6
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.91753,0.78358,0.08889,0.49464,0.13152,0.09589,0.25792,0.24471,3,4,5,5,2,1,5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.84536,0.68657,0.07672,0.42737,0.18759,0.20198,0.23409,0.03123,2,1,5,5,4,3,3
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.80412,0.65672,0.07427,0.23273,0.28284,0.06297,0.17024,0.10411,1,3,5,4,2,6,7
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7732,0.80597,0.02645,0.27617,0.13701,0.05131,0.06142,0.01086,2,5,5,4,3,5,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.76289,0.67164,0.03512,0.4343,0.06305,0.1312,0.11454,0.02263,5,7,3,6,2,1,4
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7732,0.66418,0.14253,0.3634,0.41746,0.29714,0.36904,0.04527,5,5,5,4,2,1,3
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.93814,0.59701,0.25849,0.35499,0.29378,0.35656,0.51958,0.09687,4,3,4,4,2,1,4
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.91753,0.59701,0.15377,0.33248,0.32889,0.3172,0.43479,0.16658,4,3,4,4,2,1,4
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.87629,0.80149,0.14379,0.05721,0.28417,0.10122,0.22361,0.27595,1,3,7,4,2,5,6
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.85567,0.64179,0.19157,0.42704,0.60097,0.07114,0.30425,0.15119,4,3,6,6,2,1,5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.80412,0.47015,0.34909,0.30783,0.16574,0.08293,0.3138,0.02444,5,4,6,2,1,3,7
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.78351,0.68657,0.16546,0.50816,0.77267,0.05079,0.434,0.49069,2,5,5,4,1,3,5
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7732,0.68657,0.15723,0.57997,0.59918,0.05714,0.46055,0.17654,4,7,3,6,1,2,5
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7732,0.64179,0.14687,0.60742,0.61921,0.15697,0.45538,0.19917,2,5,5,4,3,1,5
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.79381,0.35821,0.2271,0.1413,0.71804,0.08905,0.36722,0.02535,2,5,1,4,3,6,6
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.81443,0.53731,0.14112,0.18425,0.09591,0.04082,0.25324,0.15391,2,1,4,4,3,4,4
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.83093,0.16418,0.09962,0.17189,0.82968,0.21166,0.29217,0.23539,4,1,3,2,6,7,5
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.87629,0.5597,0.02375,0.12836,0.27902,0.02239,0.03239,0.03531,1,5,3,6,4,2,6
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.84536,0.77612,0.16169,0.03207,0.23303,0.05675,0.20403,0.02444,3,4,5,5,2,1,5
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.82474,0.35821,0.15011,0.02539,0.10061,0.07784,0.19843,0.02444,3,1,2,5,4,7,6
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.89691,0.80597,0.00286,0.04402,0.02829,0.03456,0.0374,0.01267,1,2,2,2,2,2,2
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.86598,0.83582,0.00128,0.02638,0.01073,0.05038,0.0494,0.00543,1,2,3,3,3,3,3
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.87629,0.6194,0.09344,0.4643,0.47308,0.34752,0.47671,0.1795,5,4,2,7,1,3,6
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.85567,0.65672,0.16544,0.51707,0.3833,0.51079,0.54139,0.07484,4,3,1,6,2,5,7
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.86598,0.80597,0.12083,0.64081,0.27785,0.3384,0.39918,0.12095,5,2,4,6,3,1,6
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.81443,0.88806,0.0303,0.18211,0.13805,0.11217,0.12363,0.02494,3,3,3,3,1,2,3
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.94124,0.89552,0.0779,0.40981,0.10689,0.15067,0.26177,0.49006,5,1,5,6,4,2,3
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.76289,0.85075,0.03073,0.13364,0.18973,0.08466,0.10488,0.32683,2,6,5,4,1,3,5
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.85567,0.66418,0.69349,0.52061,0.40243,0.39417,0.56107,0.02535,1,2,4,6,1,3,5
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.84536,0.77612,0.10473,0.42539,0.43999,0.08863,0.10917,0.05432,3,2,5,7,4,1,6
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.84536,0.83582,0.09195,0.36274,0.03488,0.2519,0.2783,0.02716,3,1,5,7,2,4,6
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.84227,0.47015,0.09527,0.04345,0.088,0.14461,0.23821,0.01267,3,1,2,4,4,4,4
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.85876,0.79104,0.09235,0.09373,0.12818,0.21665,0.20198,0.09506,1,3,4,2,4,4,4
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.87629,0.5,0.1165,0.36364,0.1717,0.2061,0.3228,0.29725,3,1,5,4,6,6,2
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.83505,0.6791,0.12073,0.77222,0.18146,0.17493,0.22869,0.0332,3,4,5,5,2,1,5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.84536,0.88806,0.03129,0.19357,0.13079,0.03265,0.04922,0.04165,4,3,5,6,2,1,6
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.83505,0.70149,0.0281,0.18557,0.05232,0.04052,0.11969,0.02263,1,6,2,5,4,3,6
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.80412,0.58955,0.22222,1.0,0.70023,0.21749,0.37405,0.05432,5,2,4,3,1,6,5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.85155,0.37313,0.11448,0.04336,0.10439,0.24596,0.32508,0.1865,4,2,1,3,4,4,4
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.83608,0.49254,0.12735,0.08186,0.20849,0.17959,0.35359,0.11769,3,1,2,4,5,6,6
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.81134,0.13433,0.1258,0.05037,0.38325,0.29913,0.33132,0.04074,4,1,3,2,5,5,5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.74227,0.75373,0.12644,0.32605,0.05902,0.04198,0.24698,0.44362,4,6,2,5,3,1,6
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.80412,0.6194,0.13155,0.17296,0.03241,0.05738,0.33002,0.28337,4,2,1,2,5,6,3
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.81443,0.84328,0.21073,0.51797,0.32195,0.02877,0.09545,0.12403,2,4,4,4,3,1,4
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.82474,0.65672,0.45019,0.05095,0.47219,0.0379,0.14183,0.03169,4,2,1,5,3,6,6
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.79381,0.69403,0.16858,0.29349,0.33268,0.0863,0.0,0.15708,2,1,5,3,4,5,5
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89691,0.40299,0.12261,0.0939,0.15484,0.08563,0.11961,0.19933,3,1,4,4,4,4,2
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.81443,0.39552,0.12261,0.04229,0.14845,0.14305,0.15958,0.03621,3,1,2,3,3,3,3
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.89691,0.91045,0.08232,0.15556,0.25058,0.04082,0.11842,0.3561,1,2,4,3,4,4,4
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8866,0.48507,0.10983,0.05507,0.10195,0.02449,0.13363,0.57489,1,2,4,3,4,4,4
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.76289,0.54478,0.04853,0.36191,0.12878,0.17459,0.2976,0.04798,4,4,1,4,2,3,2
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.80412,0.77612,0.05747,0.38912,0.19183,0.27172,0.35973,0.02444,6,6,3,5,2,1,4
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.87629,0.73134,0.17944,0.13553,0.30585,0.16027,0.23624,0.14511,1,1,3,2,2,3,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.82268,0.41791,0.1202,0.25458,0.38312,0.7263,0.61262,0.16776,5,1,3,6,2,4,4
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.81959,0.53731,0.14632,0.30882,0.45686,0.67905,0.5906,0.04268,4,2,3,4,1,3,3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.82062,0.41045,0.33554,0.27312,0.87022,0.72643,0.62607,0.18532,3,1,4,5,6,6,2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86082,0.20522,0.24964,0.30346,0.1475,0.21224,0.2784,0.02484,5,3,4,5,2,1,5
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.84021,0.77612,0.48421,0.41311,0.17486,0.31668,0.39244,0.02588,5,1,3,5,4,2,4
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.87629,0.75373,0.00766,0.07016,0.04054,0.02514,0.04275,0.00453,1,3,2,5,4,5,5
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.87629,0.85075,0.00766,0.06381,0.01171,0.00869,0.01448,0.03259,1,2,3,3,3,3,3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.87629,0.63433,0.01028,0.06801,0.02537,0.01302,0.05564,0.02173,1,3,2,5,4,5,5
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.86598,0.85299,0.01268,0.07988,0.02587,0.01399,0.03251,0.01931,1,3,2,4,4,4,4
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.84536,0.73881,0.01635,0.04559,0.023,0.02799,0.13653,0.01177,2,5,4,6,1,3,6
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.82474,0.8194,0.02478,0.07205,0.07265,0.06204,0.09134,0.01992,1,3,3,3,3,2,3
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.85567,0.66418,0.10743,0.48821,0.12527,0.35121,0.39503,0.06066,3,1,3,3,3,3,2
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.89691,0.50746,0.04314,0.17634,0.03219,0.08656,0.15292,0.20853,2,1,3,5,5,5,4
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8866,0.77612,0.03878,0.20627,0.15122,0.07442,0.13906,0.13868,4,5,5,5,3,2,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.82474,0.6791,0.03927,0.17461,0.04695,0.11399,0.15481,0.07356,5,5,4,5,2,3,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.84536,0.70896,0.04566,0.19481,0.06841,0.10262,0.13781,0.07662,4,1,2,3,5,4,5
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.87629,0.71642,0.04226,0.31731,0.11083,0.07994,0.11347,0.13292,1,2,5,6,3,4,6
